ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118896932970,Shop Leadership,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),81.53846154,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,environment ,Work Environment & Culture,everything is good,No Complaints,Satisfied,80,"dust, and terrain of yard",Physical Environment,,No Response
id-118896934151,Quality Control,North Carolina - Charlotte Shop,81.53846154,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Teammates and great leadership from my supervisors,People & Relationships,Sometimes theres a strong lack of communication,Communication Issues,Satisfied,80,i think certain job descriptions at steelfab take longer to top out in pay than others just becasue it takes a number of hours doing different things and different tests have to be taken to be a qc inspector therefore it takes longer to top out . i think there should be a yearly raise no matter the pay for anyone who does the three things instead of waiting a whole 5 years to get a raise,Compensation & Benefits,,No Response
id-118896953736,Shop Leadership,North Carolina - Charlotte Shop,81.53846154,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,The support,Work Environment & Culture,Weather,Physical Environment,Satisfied,80,nothing,No Changes Needed,,No Response
id-118896996403,Pre-Con/Sales,South Carolina - Charleston Office,81.53846154,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Relationships. Mentoring,People & Relationships,Volume of work ,Workload & Hours,Extremely satisfied,100, Volume of work ,Workload & Staffing,"SteelFab is a great company, that’s run the right way. ",Gratitude & Appreciation
id-118897380599,Quality Control,South Carolina - Florence Office and Shop,81.53846154,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,I enjoy being able to further my education and knowledge in the welding industry. ,Learning & Growth,dealing with welders that believe they don't make mistakes.,Interpersonal Issues,Satisfied,80,Wish I would have never left and started back. Realized I made a mistake. This is an amazing company.,No Changes Needed,Need more Bathrooms!!!,Physical Environment
id-118886344475,Executive Leadership,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),83.07692308,Strongly agree,100,Agree,80,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Mentoring younger colleagues and seeing them meet or exceed their career goals.,People & Relationships,"Conflict management with general contractor customers, erector partners and vendors.",Management & Leadership,Extremely satisfied,100,I wish we would have merged companies sooner and would have benefitted from sharing more best practices with other SteelFab offices early in my career.,Other,,No Response
id-118892657134,QC Manager,South Carolina - York Office and Shop,83.07692308,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,I enjoy the family environment and culture. Also the ability to grow within the company ,Work Environment & Culture,"At times the hours, but I know that is what is required",Workload & Hours,Satisfied,80,Nothing ,No Changes Needed,,No Response
id-118892660779,Project Management,Arizona - Phoenix Office,83.07692308,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,"The team. Being able to speak out and ask for advice and opinions.  Collaboration within. being with an established, well know company with powerful leadership",People & Relationships,"Stress, Sometimes feeling overwhelmed and fear of missing thing.",Workload & Hours,Satisfied,80,Don't know would change anything. Good company that knows how to succeed. Try to find ways to reduce stress.  a lot of people and departments to satisfy but goes with the job.,No Changes Needed,Very impressed with company direction and continued growth,Gratitude & Appreciation
id-118892661314,Estimating,Arizona - Phoenix Office,83.07692308,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Completing tasks and helping customers or subs out. That's the best part: when you can be helpful to someone and they appreciate it. Then you build trust.,Other,"This is probably because I've only been here for four weeks, but I dislike the feeling of uncertainty when it comes to estimating. I make decisions every day about whether to include ""x"" item in an estimate or about which price to put in. Many of these decisions I am not fully confident in since everything is so new. However, I have found that logical thinking and asking questions goes a long way.  ",Process & Efficiency,Satisfied,80,Nothing comes to mind.,No Changes Needed,,No Response
id-118892661774,Project Management,South Carolina - Charleston Office,83.07692308,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Managing complex projects/designs and seeing projects come to life once steel erection begins.  ,Challenges & Problem Solving,"Juggling multiple projects can be hectic at times, last-minute changes and fire drills can also be stressful.",Workload & Hours,Satisfied,80,"More communication/collaboration with other offices, specifically when working on similar projects (ex: data centers w/ same design) to better serve our clients. ",Communication,,No Response
id-118892663486,Project Management,Georgia - Atlanta Office,83.07692308,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Flexible WFH and responsive management ,Autonomy & Independence,Stress of managing multiple projects all with their own priorities.,Workload & Hours,Satisfied,80,,No Response,,No Response
id-118892683004,Estimating,South Carolina - York Office and Shop,83.07692308,Agree,80,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,"I like that the work is the same but, every project presents a different challenge.",Challenges & Problem Solving,Being given work with an extremely short dead line.,Workload & Hours,Extremely satisfied,100,Better communication between the offices.,Communication,,No Response
id-118892694075,Project Management,Maryland - Baltimore Office,83.07692308,Strongly agree,100,Disagree,40,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,I enjoy having the opportunity to work in the construction industry and for customers that rely on SteelFab for our knowledge and experience.  I enjoy seeing the projects that I manage come to life from the drawing phase through the fabrication and installation phases.  I also enjoy the people and the work environment - it is enjoyable and rewarding being a part of a company like SteelFab and being a leader in the Steel industry.  ,People & Relationships,"The repetitive nature of many of the processes that are used within the organization.  It is cumbersome, inefficient and wastes money.  I have spent more time working on reports, clicking through Procore/Sage and other tools than I do engaging with customers and solving problems for them to get their projects done on schedule.  There are too many times where the internal processes at the company do not allow me to meet my customers expectations due to processes that I feel are inefficient.  Examples include the WIP process, using both Procore & Sage, getting Change Orders written and submitted using Procore and cost reporting being months behind.  There is opportunity to streamline some of this and make it more efficient I feel that could save the company money and improve our ability to meet customer schedules and allow for more time for PMs to commit to the customers. ",Workload & Hours,Satisfied,80,"I would improve processes used within Finance and Project Management to free up time for Project Managers and others to be able to server our customers better.  I feel I spend more time working on reports, doing things twice and getting internal stake holders what they need when I should be focused on communicating with customers and solving issues for them to provide better customer service.  ",Workload & Staffing,,No Response
id-118893864142,Shop Leadership,Virginia - Emporia Shop,83.07692308,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,We get to be a part of shaping Americas land scape. ,Making an Impact,The hours we work make it difficult to be more involved with my family during the week but that is a sacrifice I'm willing to make to provide them with a better life. ,Workload & Hours,Extremely satisfied,100,"Adjusting our ""miss time work Saturday"" attendance policy to not punish using unscheduled PTO. I understand having people make up missed time on Saturdays if they use points but that shouldn't be the case for unscheduled PTO. ",Work-Life Balance,,No Response
id-118893907432,Shop Leadership,Georgia - Dublin Shop,83.07692308,Agree,80,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Making a daily difference and working with a company who cares about its employees and shows it.,People & Relationships,Not having a steady flow of drawing the last couple of years.,Process & Efficiency,Extremely satisfied,100,Get all affiliates on the same page with safety training /policies.,Training & Development,I have worked with SF for 25 years and have been well taken care of and feel the other employees are to. I can only see the company getting better due to attracting/retaining quality employees.,Gratitude & Appreciation
id-118893913457,Administrative Support,Pennsylvania - York Shop,83.07692308,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,"I enjoy everything I do here. I love when employees ask for help, because they are the backbone of the company, and I want to ensure their questions are answered as soon as possible.",Other,I don't have any job that makes me unhappy!,No Complaints,Extremely satisfied,100,"I enjoy everything I do here, and want to learn more.",No Changes Needed,,No Response
id-118893946106,Pre-Con/Sales,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),83.07692308,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,The Challenge ,Challenges & Problem Solving,"Time to complete the challenge, sometimes due to a lack of support from leadership, sometimes due to timelines of the construction process. ",Management & Leadership,Satisfied,80,"Longer Holidays and/or more time off  - PTO is a trap here though, you have to take work with you or come back buried and more stressed than if you didn't take PTO. ",Work-Life Balance,,No Response
id-118893957810,Shop Employee,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),83.07692308,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,i enjoy the work atmosphere,Work Environment & Culture,,No Response,Satisfied,80,,No Response,,No Response
id-118893982496,Pre-Con/Sales,South Carolina - Specialty Metals Division,83.07692308,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,I love that I get to see how areas will be built out on paper before a lot of other people do. Then I get to see it come to fruition. ,Making an Impact,Sometimes feeling like I have to say Yes even though I know I'm too busy. It worries me that I will miss something huge. ,Process & Efficiency,Satisfied,80,Everything has been good. ,No Changes Needed,,No Response
id-118893990199,Project Management,Texas - Allen Office,83.07692308,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,"I'm able to work on my own, but can easily get help when needed. I'm not micromanaged at all, but I'm also not left completely alone. ",Autonomy & Independence,The pace and workload amount at certain times. ,Workload & Hours,Extremely satisfied,100,Have workloads more evenly distributed across the PM's,Workload & Staffing,,No Response
id-118894028575,Estimating,Texas - Allen Office,83.07692308,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,The flexibility and the fact that I am rewarded for my hard work. It's not just words and a paper certificate/pizza party like my last corp job.,Autonomy & Independence,"It's a good and bad thing, but it's a sink or swim mentality with new hires. I think it weeds out people who this job won't work for pretty quickly, but it's the best way I learn. I think having a more refined onboarding/training process for new hires and interns would be very beneficial.",Process & Efficiency,Satisfied,80,Not much at all other than the onboarding and training process.,Training & Development,,No Response
id-118894089730,Shop Leadership,Pennsylvania - York Shop,83.07692308,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,The opportunity for growth and opportunity plus the benefits the company provides.,Learning & Growth,No complaints or concerns regarding this question. ,No Complaints,Extremely satisfied,100,The ability to visit and learn from the other Steelfab Shops and locations. ,Training & Development,,No Response
id-118894231413,Shop Leadership,Virginia - Emporia Shop,83.07692308,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,people development and watching their growth,People & Relationships,politics,Interpersonal Issues,Extremely satisfied,100,politics,Management & Leadership,great solid company with great people in both leadership and floor level.,Gratitude & Appreciation
id-118894292275,Administrative Support,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),83.07692308,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,I respect the people I work for and that I have work security.  That we are very busy.,People & Relationships,People who do not take our building security seriously.,Physical Environment,Extremely satisfied,100,Have a better phone system.  More information about affiliate offices.,Communication,Enjoy a flexible schedule and being able to work at home if needed.,Gratitude & Appreciation
id-118894299625,Project Management,Oregon - Portland Office,83.07692308,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Relationship building.,People & Relationships,If I were to change one thing it would be to be able to travel home twice a month instead of just once a month. But I am thankful for the opportunities Steelfab has provided me.  ,Workload & Hours,Extremely satisfied,100,If I were to change something I'd be able to go back home for the weekend twice a month. ,Work-Life Balance,Steelfab is by far the best company I've ever worked for.     I've been with the company since 2/19/24 and am happy to be part of the team!,Gratitude & Appreciation
id-118894949248,Shop Employee,Georgia - Dublin Shop,83.07692308,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,The type of work we do.,Work Environment & Culture,Dealing with some of the people.,Interpersonal Issues,Extremely satisfied,100,Better communication.,Communication,,No Response
id-118894956970,Administrative Support,Alabama - Roanoke Office and Shop,83.07692308,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,I love the people I work with. The environment at Steelfab makes a hard workday much more enjoyable. Always there to help each other. ,People & Relationships,I enjoy everything about my job. It is a great place to work.,No Complaints,Extremely satisfied,100,I wouldn't change anything about my experience at Steelfab. ,No Changes Needed,,No Response
id-118895834359,Shop Employee,Arizona - Phoenix Shop,83.07692308,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,i enjoy the guys in and out side the shop,People & Relationships,getting yelled at for almost everything good or bad just seems like we could boost the energy with more positive remarks and not saying you will  be fired for everything ,Interpersonal Issues,Extremely satisfied,100,listen to more of the guys needs or wants to help bring a more happy work environment so guys want to come into work and call out less,Management & Leadership,,No Response
id-118896009724,Project Management,Texas - Allen Office,83.07692308,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,The team mentality.,People & Relationships,The long hours required.,Workload & Hours,Satisfied,80,The communication from top down isn't bad but could improve.,Communication,,No Response
id-118896332771,Shop Leadership,Washington - Spokane Shop,83.07692308,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,The opportunity to grow. ,Learning & Growth,no compaints,No Complaints,Satisfied,80,nothing. The team is always helping me grow. ,No Changes Needed,,No Response
id-118897037241,Shop Leadership,Georgia - Dublin Shop,83.07692308,Agree,80,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Work Schedule,Autonomy & Independence,Trespassers messing with our vehicles while we work. ,Other,Satisfied,80,Nothing,No Changes Needed,,No Response
id-118899540888,Estimating,Texas - Allen Office,83.07692308,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,"I enjoy the opportunities to excel and grow, it's not just punching a clock for a paycheck.",Learning & Growth,I would say we could all be better at communication.  ,Communication Issues,Extremely satisfied,100,"Again, I would like to see better communication",Communication,,No Response
id-118892657350,Document Control,Pennsylvania - York Shop,84.61538462,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,I enjoy working in a small office with a few people and perform routine tasks.,Work Environment & Culture,Commuting every day.,Workload & Hours,Extremely satisfied,100,To have a hybrid set up where we can work at home a few days a week,Work-Life Balance,I really love working for this community and don't have any serious complaints at all.,Gratitude & Appreciation
id-118892659158,Shop Leadership,North Carolina - Charlotte Shop,84.61538462,Agree,80,Strongly agree,100,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,working together as a team and being able to have an opinion,Work Environment & Culture,lunch break is only 30 min,Workload & Hours,Satisfied,80,leadership should be checked upon ,Management & Leadership,,No Response
id-118892662498,Purchasing,North Carolina - Charlotte Shop,84.61538462,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Disagree,40,The company culture of hard work ethic. The bonus program is pretty nice too!,Work Environment & Culture,Very old school compared to some other jobs in the world.,Other,Satisfied,80,Renovated office would be nice.,Physical Environment,"Overall, SteelFab is a great company, and I am proud to be working here. ",Gratitude & Appreciation
id-118892667649,Administrative Support,Virginia - Emporia Shop,84.61538462,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,"Being able to help out the shop employees here with questions about their pay, understand their benefits, etc",People & Relationships,Answering incoming calls from the outside from the general switchboard,Workload & Hours,Extremely satisfied,100,"There have been quite a bit of new technology that my shop employees are struggling to learn and understand.  These people are more of ""hands-on"" mindset and using new websites and apps has been a struggle.  That there was a plant closer to home.  However, we are constantly expanding so who knows, one day it may happen!  ",Training & Development,I believe things will smooth out eventually. Right now we are experiencing growing pains and learning a lot of new technology.  ,Work Culture
id-118892686490,Executive Leadership,North Carolina - Raleigh Office,84.61538462,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,The people I work with - they help make any bad day better with their support and willingness to listen to any frustrations.  The team works hard and everyone knows each is pulling their own weight for the better of the company.,People & Relationships,"Dealing with customers who are motivated by factors outside of what's best for the project, and that dont align with our values.  This can be a real struggle to maintain SteelFab's image in these situations.",Other,Extremely satisfied,100,More opportunities to celebrate and enjoy time together outside of work. More PTO,Work-Life Balance,I love SteelFab and continue to be grateful for leadership that cares about how we are doing and what can be done to improve our company.,Gratitude & Appreciation
id-118892695810,Other,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,"the ability to fix, help, teach, learn and grow",Learning & Growth,Noise pollution in the mechanic bay. it makes diag a little more difficult.,Physical Environment,Extremely satisfied,100,Location of mechanic bay.,Physical Environment,,No Response
id-118892724413,Project Management,Texas - Allen Office,84.61538462,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,I love that while I perform the same processes everyday no day looks the same. I am happy to have bosses like David and Josh who care about their employees and go out of their way to recognize hard work. ,Work Environment & Culture,The lack of streamlined authority and employees not operating in their assigned roles. ,Management & Leadership,Satisfied,80,I would like to have more catch ups with David Garrett to connect on big picture issues. ,Communication,We need stronger department management and employees with a better work ethic. ,Leadership Comments
id-118892728572,Shop Leadership,Oregon - Tangent Office and Shop,84.61538462,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,The challenges. ,Challenges & Problem Solving,,No Response,Satisfied,80,I don't know that I would want to change any of my experiences at SteelFab. There are learning experiences for everyone in bad or good moments. ,No Changes Needed,,No Response
id-118893507063,Pre-Con/Sales,Pennsylvania - York Shop,84.61538462,Agree,80,Agree,80,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,"I enjoy the relationships I've built, the opportunities to learn and engage in networking, and the respect I'm shown by my leadership team. ",People & Relationships,I do not enjoy my workload and the extensive hours it takes to keep up with the current flow ,Workload & Hours,Satisfied,80,I would have gotten more help in getting an assistant earlier in the process,Workload & Staffing,,No Response
id-118893517180,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Training and coaching younger employees to be high performers and future leaders at SteelFab!,Learning & Growth,Dealing with challenging and unreasonable customers.  ,Interpersonal Issues,Extremely satisfied,100,I think we would be benefit from a slightly more defined organizational structure/hierarchy.  ,Management & Leadership,As SteelFab continues to grow we need to make sure we place a high prioirty on instilling the same values that helped make SteelFab such a special place into the next generation of employees and leaders!  ,General Comments
id-118893944679,Executive Leadership,Georgia - Atlanta Office,84.61538462,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,"For the most part, we in Project Management are autonomous. We have newer PMs that are trusted with large business decision making processes.",Autonomy & Independence,The way in which it is expected most to maintain the same level of quality while continually adding new responsibilities/assignments or projects to manage. ,Process & Efficiency,Satisfied,80,Allow the middle management to worry about the micro level things more than the upper management. Upper management really should be looking at how projects are doing as a whole and not how to change individual items that don't have large impacts overall. ,Management & Leadership,Working at SF is a generally great experience and I hope people realize that we are the cream at the top of the construction industry. ,Gratitude & Appreciation
id-118893949300,Shop Leadership,Virginia - Emporia Shop,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Know i can help others to make their job easy ,People & Relationships,the long Hrs. Scheduled and Saturdays schedule as well ,Workload & Hours,Extremely satisfied,100,schedule times ,Workload & Staffing,"I love working here good benefits and opportunities to grow up and be better but is a life consuming job, we all like to spend more time with our family  .",Gratitude & Appreciation
id-118893950923,Executive Leadership,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,I'm doing what I love to do!,Other,I spend a lot of time catching up on work at nights and weekends.,Workload & Hours,Extremely satisfied,100,Add 1-2 people to help carry workload.,Workload & Staffing,,No Response
id-118893953934,Project Management,Maryland - Baltimore Office,84.61538462,Agree,80,Agree,80,Strongly agree,100,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Visiting different sites and solving problems.,Challenges & Problem Solving,"Sometimes, the problems I have to solve are completely avoidable.",Process & Efficiency,Extremely satisfied,100,"I'd like to see an ""autopsy"" preformed for projects that went well and projects that went poorly, so that we could learn from our mistakes and get better.",Training & Development,,No Response
id-118893961397,IT,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Creating solutions to problems/inefficiencies that have positive impacts on coworkers.,Making an Impact,"The commute, but that is my issue.",Workload & Hours,Satisfied,80,I think most employees don't know what our department does for the most part.,Communication,,No Response
id-118894000888,Administrative Support,Georgia - Atlanta Office,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Challenging work and likable coworkers and management.,Challenges & Problem Solving,,No Response,Extremely satisfied,100,,No Response,,No Response
id-118894089115,Estimating,Arizona - Phoenix Office,84.61538462,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,The help I have been given,Work Environment & Culture,,No Response,Satisfied,80,The internship process  ,Training & Development,,No Response
id-118894195188,Shop Leadership,South Carolina - Florence Office and Shop,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,i like the filling of knowing we have built a strong group and i can depend on them to help with our success ,Work Environment & Culture,i enjoy the people and success our jobs bring ,No Complaints,Extremely satisfied,100,i wish i could have plan my move out a little more before moving to another state but it worked out great,Work-Life Balance,i want to thank those that seen something in me to help me advance in the company over the years.,Gratitude & Appreciation
id-118894230558,Other,Georgia - Atlanta Office,84.61538462,Agree,80,Agree,80,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,"Family oriented, my work being consistent, interacting with the guest who visit our office and providing the needs and wants for the employees.",People & Relationships,,No Response,Extremely satisfied,100,I honestly would not change anything except to have more space to work at my desk.,No Changes Needed,,No Response
id-118894306897,Accounting,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Working as a team with my co-workers.,People & Relationships,The pressure of deadlines when others don't meet their deadlines that directly affect my job. ,Workload & Hours,Extremely satisfied,100,work volume,Workload & Staffing,I love working at SteelFab. I feel SteelFab is the best company I    have ever worked. They really care about their employees.,Gratitude & Appreciation
id-118894763206,Pre-Con/Sales,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,The opportunity to constantly learn new things.,Learning & Growth,Nothing  ,No Complaints,Satisfied,80,None come to mind,No Changes Needed,,No Response
